epoch,accuracy,loss,val_accuracy,val_loss
14,0.8898857831954956,0.2708468437194824,0.9052287340164185,0.2238292247056961
15,0.8898857831954956,0.2791454792022705,0.9035947918891907,0.22442197799682617
16,0.8894779682159424,0.27527815103530884,0.9084967374801636,0.229230597615242
17,0.8870310187339783,0.2694840729236603,0.9084967374801636,0.2217596173286438
18,0.900897204875946,0.25725218653678894,0.915032684803009,0.22642208635807037
19,0.9004893898963928,0.250674307346344,0.9133986830711365,0.22852657735347748
20,0.8890701532363892,0.26364225149154663,0.8921568393707275,0.23265758156776428
21,0.8927406072616577,0.26252537965774536,0.9117646813392639,0.21528807282447815
22,0.8992658853530884,0.2520601153373718,0.9052287340164185,0.22038792073726654
23,0.9086459875106812,0.23684239387512207,0.9101307392120361,0.22058624029159546
24,0.8951876163482666,0.24775618314743042,0.923202633857727,0.21126960217952728
25,0.8927406072616577,0.2541866600513458,0.8970588445663452,0.23849272727966309
26,0.9106851816177368,0.23655779659748077,0.9035947918891907,0.22423237562179565
27,0.9070146679878235,0.22783777117729187,0.9183006286621094,0.21324321627616882
28,0.9115008115768433,0.23308272659778595,0.9052287340164185,0.21860164403915405
29,0.9086459875106812,0.233998104929924,0.8970588445663452,0.22182531654834747
30,0.905791163444519,0.22937721014022827,0.9084967374801636,0.21425072848796844
31,0.9135399460792542,0.2165999859571457,0.8970588445663452,0.22967715561389923
32,0.8996737599372864,0.24103964865207672,0.9248365759849548,0.20485424995422363
33,0.9106851816177368,0.23062175512313843,0.8905228972434998,0.24065685272216797
34,0.9041598439216614,0.23598302900791168,0.9264705777168274,0.20850619673728943
35,0.9017128944396973,0.22520291805267334,0.9133986830711365,0.22341838479042053
36,0.9106851816177368,0.20920222997665405,0.9035947918891907,0.21765169501304626
37,0.905791163444519,0.2274847775697708,0.9199346303939819,0.19941672682762146
38,0.9106851816177368,0.22206947207450867,0.9117646813392639,0.2075873762369156
39,0.9119086265563965,0.2178199291229248,0.9117646813392639,0.2085292637348175
40,0.9074224829673767,0.21691827476024628,0.915032684803009,0.2087743878364563
41,0.9151712656021118,0.2086792141199112,0.9084967374801636,0.2125827819108963
42,0.9147634506225586,0.19939084351062775,0.9101307392120361,0.20398929715156555
43,0.9221044182777405,0.20086818933486938,0.9166666865348816,0.21950331330299377
44,0.9216966032981873,0.2001049518585205,0.9199346303939819,0.2058003544807434
45,0.9168025851249695,0.2132735401391983,0.9101307392120361,0.2017589956521988
